PB_ID;Product_Description;Name;Ookinete;Oocyst;Sporozoite;Liver;Merozoite;Ring;Trophozoite;Schizont;Female;Male;Further_Information
PBANKA_0109200;transcription elongation factor SPT5, putative;SPT5;3,37;5,61;0,06;4,82;1,31;1,65;5,08;2,52;3,62;0,82;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109200"">PBANKA_0109200</a>"
PBANKA_0109300;SNARE associated Golgi protein, putative;N/A;0,49;1,45;0;1,57;0;0,06;2,21;1,27;1,93;0,02;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109300"">PBANKA_0109300</a>"
PBANKA_0109400;succinate dehydrogenase subunit 3, putative;SDH3;0,49;2,39;0;4,96;0;1,28;5,33;0,21;1,63;0,89;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109400"">PBANKA_0109400</a>"
PBANKA_0109500;AP2 domain transcription factor, putative;ApiAP2;1,8;5,79;0,2;5,28;0,06;2,05;5,54;0,19;2,51;3,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109500"">PBANKA_0109500</a>"
PBANKA_0109600;ATP synthase-associated protein, putative;N/A;2,56;5,44;0,13;4,73;0;1,01;7,06;0,72;4,68;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109600"">PBANKA_0109600</a>"
PBANKA_0109700;SWIB/MDM2 domain-containing protein, putative;SWIB;1,82;3,72;0,68;2,47;0,13;0,36;5,09;1,13;4,63;0,39;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109700"">PBANKA_0109700</a>"
PBANKA_0109800;conserved protein, unknown function;N/A;0,63;0,06;0,36;0,1;0,22;0,14;0,14;0,07;6,8;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109800"">PBANKA_0109800</a>"
PBANKA_0109900;basal complex transmembrane protein 1, putative;BTP1;0,88;0,82;0,11;3,16;0,6;0,22;2,83;2,95;7,99;0,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0109900"">PBANKA_0109900</a>"
PBANKA_0110000;60S ribosomal protein L39, putative;N/A;5,84;8,21;4,8;5,74;2,09;5,91;7,45;3,89;4,29;0,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110000"">PBANKA_0110000</a>"
PBANKA_0110100;conserved Plasmodium protein, unknown function;N/A;1,73;4,61;5,97;5,69;0,17;1,15;5,37;1,62;7;2,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110100"">PBANKA_0110100</a>"
PBANKA_0110200;lsm12, putative;N/A;0,88;5,52;0;3,41;0;0,8;3,67;1,12;3,15;0,31;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110200"">PBANKA_0110200</a>"
PBANKA_0110300;conserved Plasmodium protein, unknown function;N/A;0,2;0,2;0;4,38;0,01;0,01;4,03;1,29;0,09;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110300"">PBANKA_0110300</a>"
PBANKA_0110400;eukaryotic translation initiation factor 3 subunit L, putative;EIF3L;2;3,84;0,02;0,74;0,06;0,15;2,6;2,06;2,01;0,79;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110400"">PBANKA_0110400</a>"
PBANKA_0110500;leucine-rich repeat protein;LRR6;2,36;5,21;2,51;5,26;0,59;0,81;5,13;4,93;8,59;0,38;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110500"">PBANKA_0110500</a>"
PBANKA_0110600;transmembrane protein 234, putative;TMEM234;0,18;1,81;0,01;0,95;0;0,13;1,11;1,36;0,97;0,02;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110600"">PBANKA_0110600</a>"
PBANKA_0110700;conserved Plasmodium protein, unknown function;N/A;0,74;1,22;0;0,31;0,04;0,05;0,36;0,78;3,58;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110700"">PBANKA_0110700</a>"
PBANKA_0110800;conserved Plasmodium protein, unknown function;N/A;3,05;0,26;0;0,03;0,02;0,22;0,16;0,14;7,52;0,49;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110800"">PBANKA_0110800</a>"
PBANKA_0110900;cytoplasmic tRNA 2-thiolation protein 1, putative;NCS6;5,69;4,64;0,03;2,33;0,09;0,37;0,55;0,2;6,27;0,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0110900"">PBANKA_0110900</a>"
PBANKA_0111000;6-cysteine protein P12, putative;P12;3,98;3,26;0,07;3,47;0,06;0,02;1,74;5,93;1,32;0,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111000"">PBANKA_0111000</a>"
PBANKA_0111100;6-cysteine protein;P12p;6,03;3,3;1,41;2,15;0,05;0,11;1,95;3,7;0,67;1,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111100"">PBANKA_0111100</a>"
PBANKA_0111200;nucleolar GTP-binding protein 1, putative;NOG1;4,66;5,4;1,01;2,1;1,35;0,83;1,3;3,65;2;1,62;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111200"">PBANKA_0111200</a>"
PBANKA_0111300;conserved Plasmodium protein, unknown function;N/A;3,22;6,7;0,1;6,24;0,02;2,8;3,68;0,57;5,57;1,01;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111300"">PBANKA_0111300</a>"
PBANKA_0111400;conserved Plasmodium protein, unknown function;N/A;5,54;5,84;1,05;3,73;0,04;0,81;4,53;2,98;5,35;2,78;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111400"">PBANKA_0111400</a>"
PBANKA_0111500;conserved Plasmodium protein, unknown function;N/A;1,01;1,84;0,03;1,75;0;0,31;2,97;0,48;2,63;0,13;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111500"">PBANKA_0111500</a>"
PBANKA_0111600;rhoptry protein ROP14, putative;ROP14;3,88;1,56;0,02;0,96;0;0;0,51;3,75;1,1;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111600"">PBANKA_0111600</a>"
PBANKA_0111700;50S ribosomal protein L18, apicoplast, putative;N/A;1,11;4,4;0,15;4,67;0,05;0,55;5,5;0,87;3,27;1,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111700"">PBANKA_0111700</a>"
PBANKA_0111800;AP-3 complex subunit beta, putative;N/A;2,91;3,69;1,23;2,36;0;0,59;3,99;2;2,65;0,72;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111800"">PBANKA_0111800</a>"
PBANKA_0111900;conserved Plasmodium protein, unknown function;N/A;3,1;2,97;2,25;1,09;0,04;0,13;1,5;3,58;1,47;0,61;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0111900"">PBANKA_0111900</a>"
PBANKA_0112000;syntaxin-binding protein, putative;N/A;5,76;4,59;0,55;3,08;0;0,47;3,03;1,09;1,43;0,17;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112000"">PBANKA_0112000</a>"
PBANKA_0112100;AP2 domain transcription factor, putative;ApiAP2;1,23;1,18;0,71;4,73;0,05;0,37;5,92;3,78;3,27;2,66;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112100"">PBANKA_0112100</a>"
PBANKA_0112200;myosin E, putative;MyoE;1,93;0,42;0,08;1,98;0,39;0,12;1,12;6,13;0,74;1,1;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112200"">PBANKA_0112200</a>"
PBANKA_0112300;conserved Plasmodium protein, unknown function;N/A;3,09;2,16;1,45;4,76;0,03;0,85;1,97;3,45;3,41;0,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112300"">PBANKA_0112300</a>"
PBANKA_0112400;cytosolic Fe-S cluster assembly factor NAR1, putative;NAR1;5,63;4,67;3,61;3,32;0,09;0,68;2,57;2,54;2,29;0,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112400"">PBANKA_0112400</a>"
PBANKA_0112500;major facilitator superfamily-related transporter, putative;MFR1;1,08;1,54;2,3;3,05;1,1;0,26;3,23;3,42;0,3;0,43;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112500"">PBANKA_0112500</a>"
PBANKA_0112600;fam-b protein;N/A;0,11;2,14;0,01;2,04;1,22;2,22;5,7;3,51;0,6;0,84;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112600"">PBANKA_0112600</a>"
PBANKA_0112621;PIR protein, pseudogene;N/A;0,02;0,13;0;0,09;0;0,03;0,19;0,3;0;0,25;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112621"">PBANKA_0112621</a>"
PBANKA_0112641;fam-b protein;N/A;0,17;1,83;0;0,67;0,18;0,77;2,07;0,76;0,86;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112641"">PBANKA_0112641</a>"
PBANKA_0112661;fam-a protein;N/A;0,3;0,62;0;0,03;0,19;0,09;0,66;2,33;0,07;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112661"">PBANKA_0112661</a>"
PBANKA_0112681;PIR protein;N/A;0,01;0,06;0;0,09;0;0,02;0,04;0,01;0;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112681"">PBANKA_0112681</a>"
PBANKA_0112701;fam-a protein;N/A;0,03;0,54;0;0,1;0,33;0,89;1,21;0,86;0,04;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112701"">PBANKA_0112701</a>"
PBANKA_0112721;fam-a protein, pseudogene;N/A;0,15;1,36;0;0,08;1,79;1,56;0,11;0,34;0,17;0,06;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0112721"">PBANKA_0112721</a>"
PBANKA_0200400;Plasmodium exported protein, unknown function;N/A;0,23;0,83;0,06;0,46;1,22;0,35;3,18;4,71;1,02;0,65;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200400"">PBANKA_0200400</a>"
PBANKA_0200500;PIR protein, pseudogene;N/A;0,13;0,17;0;0,32;0,06;0,03;0,88;0,42;0,04;0,11;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200500"">PBANKA_0200500</a>"
PBANKA_0200600;fam-a protein;N/A;2,85;4,51;0,18;1,18;1,34;2,54;3,85;2,12;5,07;0,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200600"">PBANKA_0200600</a>"
PBANKA_0200650;fam-a protein;N/A;0,06;0,19;0;0,71;0;0,15;0,12;0,06;0,05;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200650"">PBANKA_0200650</a>"
PBANKA_0200700;fam-b protein;N/A;0,02;1,14;0;0,06;0;0,86;0,45;0,04;0;0,16;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200700"">PBANKA_0200700</a>"
PBANKA_0200751;PIR protein, pseudogene;N/A;0;0,03;0,01;0,02;0;0,01;0;0;0,1;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0200751"">PBANKA_0200751</a>"
PBANKA_0201000;fam-b protein;N/A;0,05;0,73;0;0,1;0,02;1,47;0,77;0,1;0,1;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201000"">PBANKA_0201000</a>"
PBANKA_0201051;conserved rodent malaria protein, unknown function;N/A;1,9;3,8;0,6;0,99;0,02;0,05;0,68;0,1;0,64;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201051"">PBANKA_0201051</a>"
PBANKA_0201100;PIR protein, pseudogene;N/A;0;0;0;0;0;0,03;0;0;0;0,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201100"">PBANKA_0201100</a>"
PBANKA_0201200;fam-a protein, pseudogene;N/A;0;1,45;0;0,54;0;0,01;0,09;0,05;0;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201200"">PBANKA_0201200</a>"
PBANKA_0201250;PIR protein, pseudogene;N/A;0,11;0,8;0;1,74;0,18;0,97;4,98;6,14;0,96;0,71;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201250"">PBANKA_0201250</a>"
PBANKA_0201300;lysophospholipase, putative;N/A;0,04;0,15;0;0,3;0,01;0,07;2,2;5,14;0,33;0,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201300"">PBANKA_0201300</a>"
PBANKA_0201340;fam-c protein;N/A;0,25;2,83;0;3,98;0,24;3,6;7,73;2,26;4,41;0,58;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201340"">PBANKA_0201340</a>"
PBANKA_0201360;PIR protein, pseudogene;N/A;0;0,09;0;0,09;0;0,02;0,12;0,06;0,05;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201360"">PBANKA_0201360</a>"
PBANKA_0201400;fam-a protein, pseudogene;N/A;0;0,05;0;0;0;0,07;0;0,04;0,02;0,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201400"">PBANKA_0201400</a>"
PBANKA_0201450;PIR protein, pseudogene;N/A;0,03;0,02;0;0,03;0;0,05;0,7;0,04;0,3;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201450"">PBANKA_0201450</a>"
PBANKA_0201500;Plasmodium exported protein, unknown function;N/A;0,47;3,24;0,03;0,28;1,52;1,61;8,33;3,9;0,39;0,52;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201500"">PBANKA_0201500</a>"
PBANKA_0201600;early transcribed membrane protein;ETRAMP;3,55;9,28;0;3,83;4,52;9,44;12,51;11,44;5,53;7,84;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201600"">PBANKA_0201600</a>"
PBANKA_0201700;conserved Plasmodium protein, unknown function;N/A;8,04;3,55;0,06;0,04;0;0;0,19;0,14;1,33;0,19;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201700"">PBANKA_0201700</a>"
PBANKA_0201800;TatD-like deoxyribonuclease;TatD;1,5;3,56;0,09;2,06;0;1,04;2,11;0,05;1,61;0,5;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201800"">PBANKA_0201800</a>"
PBANKA_0201900;conserved protein, unknown function;N/A;2,93;3,86;0,01;2,26;0,05;0,75;3,29;0,25;6,14;0,63;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0201900"">PBANKA_0201900</a>"
PBANKA_0202000;eukaryotic translation initiation factor 4E, putative;N/A;4,04;5,71;0,13;2,97;0,03;1,07;2,34;0,5;6,64;0,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202000"">PBANKA_0202000</a>"
PBANKA_0202100;conserved protein, unknown function;N/A;0,26;2,03;0,03;0,2;0;0,2;0,47;0,05;0,6;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202100"">PBANKA_0202100</a>"
PBANKA_0202200;conserved Plasmodium protein, unknown function;N/A;0,69;3,89;0,07;1,6;0;0,7;1,71;0,18;1,52;0,43;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202200"">PBANKA_0202200</a>"
PBANKA_0202300;UMP-CMP kinase, putative;N/A;0,83;3,78;0,02;2,51;0,12;1,28;2,32;0,65;3,42;1,91;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202300"">PBANKA_0202300</a>"
PBANKA_0202400;conserved Plasmodium protein, unknown function;N/A;2,29;4,3;0,34;3,41;0,02;0,42;5,14;1,17;1,84;0,66;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202400"">PBANKA_0202400</a>"
PBANKA_0202500;P-loop containing nucleoside triphosphate hydrolase, putative;N/A;0,66;1,73;0,74;3,29;0,2;0,5;4,78;0,5;3,06;5,69;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202500"">PBANKA_0202500</a>"
PBANKA_0202600;conserved protein, unknown function;N/A;1,78;5,53;0,03;2,01;0;0,42;0,56;0,01;1,83;0,18;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202600"">PBANKA_0202600</a>"
PBANKA_0202700;kinesin-8, putative;N/A;0,19;0,55;0,59;1,04;0;0,27;1,01;1,07;0,47;8,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202700"">PBANKA_0202700</a>"
PBANKA_0202800;adenylate kinase-like protein 1, putative;AKLP1;1,31;3,44;0,41;1,03;0,07;0,53;0,85;0,57;0,55;0,36;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202800"">PBANKA_0202800</a>"
PBANKA_0202900;transcription initiation factor TFIIB, putative;N/A;7;6,76;2,87;2,14;0,43;1,78;2,54;2,22;3,8;1,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0202900"">PBANKA_0202900</a>"
PBANKA_0203000;chromatin assembly factor 1 protein WD40 domain, putative;CAF1C;0,65;3,77;2,09;4,76;0,01;2,24;9,79;0,63;2,6;7,54;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203000"">PBANKA_0203000</a>"
PBANKA_0203100;phosphatidylinositol-4-phosphate 5-kinase, putative;PIP5K;4;5,52;3,17;3,96;0,21;1,37;4,37;3,65;2,68;2,4;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203100"">PBANKA_0203100</a>"
PBANKA_0203200;bromodomain protein, putative;BDP3;1,71;3,78;0,05;3,38;0,78;1,11;3,42;2,45;1,3;2,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203200"">PBANKA_0203200</a>"
PBANKA_0203300;DNA-directed RNA polymerase II subunit RPB9, putative;RPB9;3,16;7,51;0;4,65;0,48;1,69;4,02;1,09;2,11;0,1;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203300"">PBANKA_0203300</a>"
PBANKA_0203400;FAD-linked sulfhydryl oxidase ERV1, putative;ERV1;4,53;2,98;0,18;1,56;0;0,74;1,3;0,46;1,53;0,04;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203400"">PBANKA_0203400</a>"
PBANKA_0203500;selenocysteine-specific elongation factor, putative;SELB;6,63;6,31;1,04;4,73;0,15;1,54;3,84;1,85;4,63;0,07;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203500"">PBANKA_0203500</a>"
PBANKA_0203600;conserved Plasmodium protein, unknown function;N/A;2,44;0,98;0,04;0,78;0,13;0,19;0,62;0,4;8,5;0,14;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203600"">PBANKA_0203600</a>"
PBANKA_0203650;conserved protein, unknown function;N/A;4,32;6,1;0,59;6,04;0;1,39;4,27;1,18;2,5;0,2;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203650"">PBANKA_0203650</a>"
PBANKA_0203750;phosphatidate cytidylyltransferase, putative;N/A;4,49;4,72;2,11;3,79;0,09;0,76;3,56;1,84;4,55;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203750"">PBANKA_0203750</a>"
PBANKA_0203800;phenylalanine--tRNA ligase alpha subunit, putative;N/A;1,31;3,12;0,16;2,33;0,23;0,83;1,69;1,4;1,49;0,76;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203800"">PBANKA_0203800</a>"
PBANKA_0203900;rRNA biogenesis protein RRP36, putative;RRP36;1,37;3,07;0,25;2,3;0,2;0,69;2,75;2,57;1,26;2,71;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0203900"">PBANKA_0203900</a>"
PBANKA_0204000;cold-shock protein, putative;N/A;1,66;3,75;0,05;1,25;0,08;0,65;0,54;0,04;0,39;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204000"">PBANKA_0204000</a>"
PBANKA_0204100;N-acetyltransferase, GNAT family, putative;N/A;9,09;6,8;0,38;2,77;0,11;1,44;2,18;0,8;2,61;0,37;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204100"">PBANKA_0204100</a>"
PBANKA_0204200;tubulin-specific chaperone a, putative;N/A;1,46;4,6;0,02;4,05;0;1,33;5,33;0,29;4,56;5,3;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204200"">PBANKA_0204200</a>"
PBANKA_0204300;fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene;ELO-C;0,52;1,74;0;0,4;0,03;0,17;0,7;0,07;2,32;0,61;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204300"">PBANKA_0204300</a>"
PBANKA_0204400;cleavage and polyadenylation specificity factor subunit 5, putative;N/A;0,66;5,51;0,03;3,77;0,04;2,09;3,08;0,1;4,28;0,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204400"">PBANKA_0204400</a>"
PBANKA_0204500;LCCL domain-containing protein, putative;CCp5;1,41;1,29;0,2;1,05;0,16;0,52;1,06;0,29;8,57;0,28;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204500"">PBANKA_0204500</a>"
PBANKA_0204600;photosensitized INA-labeled protein PHIL1;PHIL1;7,22;3,05;0,25;0,77;0,18;0,05;2,61;6,3;4,81;5,33;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204600"">PBANKA_0204600</a>"
PBANKA_0204700;mitochondrial carrier protein, putative;N/A;4,31;5,12;0,55;2,78;0;0,5;2,52;0,33;3,28;1,47;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204700"">PBANKA_0204700</a>"
PBANKA_0204800;secreted ookinete protein, putative;PSOP24;6,98;5,78;3,32;5,73;0,54;1,81;5,12;2,03;2,66;1,54;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204800"">PBANKA_0204800</a>"
PBANKA_0204900;conserved protein, unknown function;N/A;5,8;4,29;0,1;3,92;1,88;1,13;3,16;1,85;3,58;3,46;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0204900"">PBANKA_0204900</a>"
PBANKA_0205000;conserved Plasmodium protein, unknown function;N/A;5,31;7,56;0,73;3,85;8,01;4,11;4,03;4,68;5,28;3,26;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205000"">PBANKA_0205000</a>"
PBANKA_0205100;mitochondrial carrier protein, putative;N/A;2,74;3,06;0,13;4,39;1,55;1,05;1,95;1,14;1,9;1,12;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205100"">PBANKA_0205100</a>"
PBANKA_0205200;conserved Plasmodium protein, unknown function;N/A;5,27;7,41;3,71;6,21;0,96;1,87;8,45;3,86;5,86;6,21;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205200"">PBANKA_0205200</a>"
PBANKA_0205300;conserved protein, unknown function;N/A;0,47;2,74;0;1,85;0;0,21;2,18;0,04;1,43;0,25;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205300"">PBANKA_0205300</a>"
PBANKA_0205400;proteasome subunit beta type-3, putative;N/A;1,41;5,95;0,03;4,96;0,04;2,5;7,9;0,4;3,56;0,09;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205400"">PBANKA_0205400</a>"
PBANKA_0205500;conserved Plasmodium protein, unknown function;N/A;1,21;1,87;0,17;0,29;0,06;0,29;0,63;1,18;0,15;0,44;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205500"">PBANKA_0205500</a>"
PBANKA_0205600;double-strand break repair protein MRE11, putative;MRE11;1,4;2,43;0,23;1;0,04;0,74;1,13;0,98;0,88;0,68;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205600"">PBANKA_0205600</a>"
PBANKA_0205700;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative;Pb51;1,05;1,81;0,42;0,49;0;0,28;0,38;0,03;0,04;0;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205700"">PBANKA_0205700</a>"
PBANKA_0205800;eukaryotic translation initiation factor 2-alpha kinase 2;eIK2;5,05;3,87;9,85;4,15;0,87;0,68;2,11;1,73;7,4;8,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205800"">PBANKA_0205800</a>"
PBANKA_0205900;Niemann-Pick type C1-related protein, putative;NCR1;1,58;2,94;3,48;3,83;0,02;0,6;5,66;5,08;1,74;2,03;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0205900"">PBANKA_0205900</a>"
PBANKA_0206000;ATP synthase-associated protein, putative;N/A;0,6;2,74;0,05;1,54;0;0,26;4,73;1,72;3,08;1,56;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206000"">PBANKA_0206000</a>"
PBANKA_0206100;CCR4 domain-containing protein 3, putative;CCR4-3;3,71;5,9;0,91;3,32;0;0,84;2,03;0,44;1,96;0,45;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206100"">PBANKA_0206100</a>"
PBANKA_0206200;conserved protein, unknown function;N/A;2,26;4,06;1,03;3,43;0;0,62;3,64;1,4;2,41;1,05;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206200"">PBANKA_0206200</a>"
PBANKA_0206300;centrin-1, putative;CEN1;5,09;3,98;0,55;7,12;0;0,98;8,82;1,53;3,02;7,24;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206300"">PBANKA_0206300</a>"
PBANKA_0206400;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative;IspD;0,45;2,19;0,02;2,56;0;0,28;2,35;0,38;1,43;0,57;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206400"">PBANKA_0206400</a>"
PBANKA_0206500;ras-related protein Rab-5C, putative;RAB5c;0,82;1,19;0;7,36;0;0,26;7,02;3,15;2,8;0,42;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206500"">PBANKA_0206500</a>"
PBANKA_0206600;asparagine and aspartate rich protein 2, putative;N/A;3,49;5,98;0,25;3,12;2,15;1,25;2,41;3,21;1,27;1,53;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206600"">PBANKA_0206600</a>"
PBANKA_0206700;conserved Plasmodium protein, unknown function;N/A;0,07;0,54;0,02;0,47;0,2;0,11;0,24;0,23;0,31;1,55;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206700"">PBANKA_0206700</a>"
PBANKA_0206800;conserved Plasmodium protein, unknown function;N/A;2,14;2,25;0,02;2,96;0,05;0,57;4,3;0,84;2,57;4,7;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206800"">PBANKA_0206800</a>"
PBANKA_0206900;pre-rRNA-processing protein TSR2, putative;N/A;2;4,18;0,03;1,6;0,29;0,58;0,4;0,24;0,87;0,08;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0206900"">PBANKA_0206900</a>"
PBANKA_0207000;calcium-transporting ATPase, putative;SERCA;1,27;5,13;0,54;4,76;0,1;1,38;7,63;2,89;5,19;4,81;"<a href=""https://plasmodb.org/plasmo/app/record/gene/PBANKA_0207000"">PBANKA_0207000</a>"
